Clinic,Date,Ailment,Attendance,MedicationUsed,MedicationStock,StockAdequacy
Pumwani Maternity Hospital,2024-02-21,Skin Infection,299,69,390,Adequate
Pumwani Maternity Hospital,2024-02-21,Pneumonia,242,66,104,Adequate
Pumwani Maternity Hospital,2024-02-22,Malaria,368,87,509,Adequate
Pumwani Maternity Hospital,2024-02-22,Flu,91,33,700,Adequate
Pumwani Maternity Hospital,2024-02-22,Typhoid,266,51,188,Adequate
Pumwani Maternity Hospital,2024-02-22,Respiratory Infection,325,101,394,Adequate
Pumwani Maternity Hospital,2024-02-22,Diarrhea,133,23,790,Adequate
Pumwani Maternity Hospital,2024-02-22,Skin Infection,154,47,122,Adequate
Pumwani Maternity Hospital,2024-02-22,Pneumonia,92,44,764,Adequate
Pumwani Maternity Hospital,2024-02-23,Malaria,174,106,602,Adequate
Pumwani Maternity Hospital,2024-02-23,Flu,338,133,203,Adequate
Pumwani Maternity Hospital,2024-02-23,Typhoid,68,60,297,Adequate
Pumwani Maternity Hospital,2024-02-23,Respiratory Infection,163,96,490,Adequate
Pumwani Maternity Hospital,2024-02-23,Diarrhea,208,81,653,Adequate
Pumwani Maternity Hospital,2024-02-23,Skin Infection,44,38,388,Adequate
Pumwani Maternity Hospital,2024-02-23,Pneumonia,260,56,519,Adequate
Pumwani Maternity Hospital,2024-02-24,Malaria,186,47,540,Adequate
Pumwani Maternity Hospital,2024-02-24,Flu,126,130,510,Adequate
Pumwani Maternity Hospital,2024-02-24,Typhoid,318,77,697,Adequate
Pumwani Maternity Hospital,2024-02-24,Respiratory Infection,351,39,616,Adequate
Pumwani Maternity Hospital,2024-02-24,Diarrhea,152,83,217,Adequate
Pumwani Maternity Hospital,2024-02-24,Skin Infection,323,22,258,Adequate
Pumwani Maternity Hospital,2024-02-24,Pneumonia,332,129,315,Adequate
Pumwani Maternity Hospital,2024-02-25,Malaria,213,24,256,Adequate
Pumwani Maternity Hospital,2024-02-25,Flu,165,34,256,Adequate
Pumwani Maternity Hospital,2024-02-25,Typhoid,76,77,784,Adequate
Pumwani Maternity Hospital,2024-02-25,Respiratory Infection,159,56,194,Adequate
Pumwani Maternity Hospital,2024-02-25,Diarrhea,144,45,391,Adequate
Pumwani Maternity Hospital,2024-02-25,Skin Infection,311,52,382,Adequate
Pumwani Maternity Hospital,2024-02-25,Pneumonia,98,49,110,Adequate
Pumwani Maternity Hospital,2024-02-26,Malaria,283,83,649,Adequate
Pumwani Maternity Hospital,2024-02-26,Flu,163,101,122,Adequate
Pumwani Maternity Hospital,2024-02-26,Typhoid,332,99,401,Adequate
Pumwani Maternity Hospital,2024-02-26,Respiratory Infection,392,41,317,Adequate
Pumwani Maternity Hospital,2024-02-26,Diarrhea,170,113,309,Adequate
Pumwani Maternity Hospital,2024-02-26,Skin Infection,140,113,782,Adequate
Pumwani Maternity Hospital,2024-02-26,Pneumonia,385,141,423,Adequate
Pumwani Maternity Hospital,2024-02-27,Malaria,162,46,226,Adequate
Pumwani Maternity Hospital,2024-02-27,Flu,135,142,703,Adequate
Pumwani Maternity Hospital,2024-02-27,Typhoid,316,18,150,Adequate
Pumwani Maternity Hospital,2024-02-27,Respiratory Infection,58,107,395,Adequate
Pumwani Maternity Hospital,2024-02-27,Diarrhea,326,95,506,Adequate
Pumwani Maternity Hospital,2024-02-27,Skin Infection,286,55,712,Adequate
Pumwani Maternity Hospital,2024-02-27,Pneumonia,375,139,519,Adequate
Pumwani Maternity Hospital,2024-02-28,Malaria,211,96,100,Adequate
Pumwani Maternity Hospital,2024-02-28,Flu,348,83,666,Adequate
Pumwani Maternity Hospital,2024-02-28,Typhoid,178,56,408,Adequate
Pumwani Maternity Hospital,2024-02-28,Respiratory Infection,166,103,535,Adequate
Pumwani Maternity Hospital,2024-02-28,Diarrhea,342,35,674,Adequate
Pumwani Maternity Hospital,2024-02-28,Skin Infection,273,34,701,Adequate
Pumwani Maternity Hospital,2024-02-28,Pneumonia,104,67,485,Adequate
Pumwani Maternity Hospital,2024-02-29,Malaria,239,100,517,Adequate
Pumwani Maternity Hospital,2024-02-29,Flu,376,46,739,Adequate
Pumwani Maternity Hospital,2024-02-29,Typhoid,393,60,281,Adequate
Pumwani Maternity Hospital,2024-02-29,Respiratory Infection,181,54,279,Adequate
Pumwani Maternity Hospital,2024-02-29,Diarrhea,227,97,260,Adequate
Pumwani Maternity Hospital,2024-02-29,Skin Infection,206,38,162,Adequate
Pumwani Maternity Hospital,2024-02-29,Pneumonia,179,55,255,Adequate
Pumwani Maternity Hospital,2024-03-01,Malaria,399,94,148,Adequate
Pumwani Maternity Hospital,2024-03-01,Flu,366,113,460,Adequate
Pumwani Maternity Hospital,2024-03-01,Typhoid,206,29,729,Adequate
Pumwani Maternity Hospital,2024-03-01,Respiratory Infection,371,121,162,Adequate
Pumwani Maternity Hospital,2024-03-01,Diarrhea,218,113,660,Adequate
Pumwani Maternity Hospital,2024-03-01,Skin Infection,356,10,240,Adequate
Pumwani Maternity Hospital,2024-03-01,Pneumonia,244,80,417,Adequate
Pumwani Maternity Hospital,2024-03-02,Malaria,61,39,384,Adequate
Pumwani Maternity Hospital,2024-03-02,Flu,334,74,576,Adequate
Pumwani Maternity Hospital,2024-03-02,Typhoid,315,25,523,Adequate
Pumwani Maternity Hospital,2024-03-02,Respiratory Infection,48,47,689,Adequate
Pumwani Maternity Hospital,2024-03-02,Diarrhea,204,75,601,Adequate
Pumwani Maternity Hospital,2024-03-02,Skin Infection,142,103,777,Adequate
Pumwani Maternity Hospital,2024-03-02,Pneumonia,348,33,363,Adequate
Pumwani Maternity Hospital,2024-03-03,Malaria,84,112,742,Adequate
Pumwani Maternity Hospital,2024-03-03,Flu,317,39,557,Adequate
Pumwani Maternity Hospital,2024-03-03,Typhoid,395,43,479,Adequate
Pumwani Maternity Hospital,2024-03-03,Respiratory Infection,116,84,575,Adequate
Pumwani Maternity Hospital,2024-03-03,Diarrhea,317,59,490,Adequate
Pumwani Maternity Hospital,2024-03-03,Skin Infection,378,17,412,Adequate
Pumwani Maternity Hospital,2024-03-03,Pneumonia,276,96,542,Adequate
Pumwani Maternity Hospital,2024-03-04,Malaria,284,81,153,Adequate
Pumwani Maternity Hospital,2024-03-04,Flu,278,140,328,Adequate
Pumwani Maternity Hospital,2024-03-04,Typhoid,96,60,708,Adequate
Pumwani Maternity Hospital,2024-03-04,Respiratory Infection,121,140,363,Adequate
Pumwani Maternity Hospital,2024-03-04,Diarrhea,320,105,187,Adequate
Pumwani Maternity Hospital,2024-03-04,Skin Infection,107,41,219,Adequate
Pumwani Maternity Hospital,2024-03-04,Pneumonia,331,136,551,Adequate
Pumwani Maternity Hospital,2024-03-05,Malaria,194,63,568,Adequate
Pumwani Maternity Hospital,2024-03-05,Flu,252,84,106,Adequate
Pumwani Maternity Hospital,2024-03-05,Typhoid,359,16,772,Adequate
Pumwani Maternity Hospital,2024-03-05,Respiratory Infection,180,114,246,Adequate
Pumwani Maternity Hospital,2024-03-05,Diarrhea,141,28,647,Adequate
Pumwani Maternity Hospital,2024-03-05,Skin Infection,314,69,181,Adequate
Pumwani Maternity Hospital,2024-03-05,Pneumonia,31,30,622,Adequate
Pumwani Maternity Hospital,2024-03-06,Malaria,263,11,570,Adequate
Pumwani Maternity Hospital,2024-03-06,Flu,148,41,631,Adequate
Pumwani Maternity Hospital,2024-03-06,Typhoid,290,46,355,Adequate
Pumwani Maternity Hospital,2024-03-06,Respiratory Infection,251,38,325,Adequate
Pumwani Maternity Hospital,2024-03-06,Diarrhea,82,53,599,Adequate
Pumwani Maternity Hospital,2024-03-06,Skin Infection,371,117,379,Adequate
Pumwani Maternity Hospital,2024-03-06,Pneumonia,110,103,257,Adequate
Pumwani Maternity Hospital,2024-03-07,Malaria,149,68,227,Adequate
Pumwani Maternity Hospital,2024-03-07,Flu,253,110,214,Adequate
Pumwani Maternity Hospital,2024-03-07,Typhoid,238,23,620,Adequate
Pumwani Maternity Hospital,2024-03-07,Respiratory Infection,69,95,336,Adequate
Pumwani Maternity Hospital,2024-03-07,Diarrhea,310,112,300,Adequate
Pumwani Maternity Hospital,2024-03-07,Skin Infection,275,31,334,Adequate
Pumwani Maternity Hospital,2024-03-07,Pneumonia,33,55,541,Adequate
Pumwani Maternity Hospital,2024-03-08,Malaria,58,118,709,Adequate
Pumwani Maternity Hospital,2024-03-08,Flu,244,66,174,Adequate
Pumwani Maternity Hospital,2024-03-08,Typhoid,355,27,227,Adequate
Pumwani Maternity Hospital,2024-03-08,Respiratory Infection,370,71,455,Adequate
Pumwani Maternity Hospital,2024-03-08,Diarrhea,70,47,133,Adequate
Pumwani Maternity Hospital,2024-03-08,Skin Infection,46,46,252,Adequate
Pumwani Maternity Hospital,2024-03-08,Pneumonia,105,116,728,Adequate
Pumwani Maternity Hospital,2024-03-09,Malaria,391,95,126,Adequate
Pumwani Maternity Hospital,2024-03-09,Flu,342,60,745,Adequate
Pumwani Maternity Hospital,2024-03-09,Typhoid,248,49,709,Adequate
Pumwani Maternity Hospital,2024-03-09,Respiratory Infection,297,138,554,Adequate
Pumwani Maternity Hospital,2024-03-09,Diarrhea,202,26,575,Adequate
Pumwani Maternity Hospital,2024-03-09,Skin Infection,219,55,675,Adequate
Pumwani Maternity Hospital,2024-03-09,Pneumonia,159,83,462,Adequate
Pumwani Maternity Hospital,2024-03-10,Malaria,222,60,792,Adequate
Pumwani Maternity Hospital,2024-03-10,Flu,321,144,128,Low
Pumwani Maternity Hospital,2024-03-10,Typhoid,178,20,395,Adequate
Pumwani Maternity Hospital,2024-03-10,Respiratory Infection,40,65,212,Adequate
Pumwani Maternity Hospital,2024-03-10,Diarrhea,216,48,326,Adequate
Pumwani Maternity Hospital,2024-03-10,Skin Infection,339,107,154,Adequate
Pumwani Maternity Hospital,2024-03-10,Pneumonia,140,53,505,Adequate
Pumwani Maternity Hospital,2024-03-11,Malaria,98,65,388,Adequate
Pumwani Maternity Hospital,2024-03-11,Flu,279,65,247,Adequate
Pumwani Maternity Hospital,2024-03-11,Typhoid,256,116,606,Adequate
Pumwani Maternity Hospital,2024-03-11,Respiratory Infection,394,136,581,Adequate
Pumwani Maternity Hospital,2024-03-11,Diarrhea,230,35,549,Adequate
Pumwani Maternity Hospital,2024-03-11,Skin Infection,102,82,395,Adequate
Pumwani Maternity Hospital,2024-03-11,Pneumonia,46,30,316,Adequate
Pumwani Maternity Hospital,2024-03-12,Malaria,90,52,715,Adequate
Pumwani Maternity Hospital,2024-03-12,Flu,71,54,138,Adequate
Pumwani Maternity Hospital,2024-03-12,Typhoid,320,12,597,Adequate
Pumwani Maternity Hospital,2024-03-12,Respiratory Infection,258,137,271,Adequate
Pumwani Maternity Hospital,2024-03-12,Diarrhea,131,107,623,Adequate
Pumwani Maternity Hospital,2024-03-12,Skin Infection,304,110,143,Adequate
Pumwani Maternity Hospital,2024-03-12,Pneumonia,334,90,116,Adequate
Pumwani Maternity Hospital,2024-03-13,Malaria,359,66,596,Adequate
Pumwani Maternity Hospital,2024-03-13,Flu,332,41,417,Adequate
Pumwani Maternity Hospital,2024-03-13,Typhoid,109,97,438,Adequate
Pumwani Maternity Hospital,2024-03-13,Respiratory Infection,293,124,760,Adequate
Pumwani Maternity Hospital,2024-03-13,Diarrhea,110,96,584,Adequate
Pumwani Maternity Hospital,2024-03-13,Skin Infection,227,81,636,Adequate
Pumwani Maternity Hospital,2024-03-13,Pneumonia,118,41,754,Adequate
Pumwani Maternity Hospital,2024-03-14,Malaria,88,35,588,Adequate
Pumwani Maternity Hospital,2024-03-14,Flu,394,55,146,Adequate
Pumwani Maternity Hospital,2024-03-14,Typhoid,317,19,115,Adequate
Pumwani Maternity Hospital,2024-03-14,Respiratory Infection,228,46,185,Adequate
Pumwani Maternity Hospital,2024-03-14,Diarrhea,279,16,434,Adequate
Pumwani Maternity Hospital,2024-03-14,Skin Infection,146,16,236,Adequate
Pumwani Maternity Hospital,2024-03-14,Pneumonia,205,101,597,Adequate
Pumwani Maternity Hospital,2024-03-15,Malaria,344,96,576,Adequate
Pumwani Maternity Hospital,2024-03-15,Flu,111,124,471,Adequate
Pumwani Maternity Hospital,2024-03-15,Typhoid,132,26,625,Adequate
Pumwani Maternity Hospital,2024-03-15,Respiratory Infection,188,53,719,Adequate
Pumwani Maternity Hospital,2024-03-15,Diarrhea,217,54,197,Adequate
Pumwani Maternity Hospital,2024-03-15,Skin Infection,160,46,270,Adequate
Pumwani Maternity Hospital,2024-03-15,Pneumonia,212,116,463,Adequate
Pumwani Maternity Hospital,2024-03-16,Malaria,68,24,596,Adequate
Pumwani Maternity Hospital,2024-03-16,Flu,33,122,496,Adequate
Pumwani Maternity Hospital,2024-03-16,Typhoid,239,42,115,Adequate
Pumwani Maternity Hospital,2024-03-16,Respiratory Infection,137,95,410,Adequate
Pumwani Maternity Hospital,2024-03-16,Diarrhea,256,51,645,Adequate
Pumwani Maternity Hospital,2024-03-16,Skin Infection,280,22,240,Adequate
Pumwani Maternity Hospital,2024-03-16,Pneumonia,303,61,707,Adequate
Pumwani Maternity Hospital,2024-03-17,Malaria,256,48,128,Adequate
Pumwani Maternity Hospital,2024-03-17,Flu,347,146,796,Adequate
Pumwani Maternity Hospital,2024-03-17,Typhoid,301,65,338,Adequate
Pumwani Maternity Hospital,2024-03-17,Respiratory Infection,295,59,458,Adequate
Pumwani Maternity Hospital,2024-03-17,Diarrhea,369,14,676,Adequate
Pumwani Maternity Hospital,2024-03-17,Skin Infection,206,12,528,Adequate
Pumwani Maternity Hospital,2024-03-17,Pneumonia,171,149,769,Adequate
Pumwani Maternity Hospital,2024-03-18,Malaria,353,27,392,Adequate
Pumwani Maternity Hospital,2024-03-18,Flu,182,77,684,Adequate
Pumwani Maternity Hospital,2024-03-18,Typhoid,334,97,239,Adequate
Pumwani Maternity Hospital,2024-03-18,Respiratory Infection,216,66,160,Adequate
Pumwani Maternity Hospital,2024-03-18,Diarrhea,227,48,539,Adequate
Pumwani Maternity Hospital,2024-03-18,Skin Infection,348,55,443,Adequate
Pumwani Maternity Hospital,2024-03-18,Pneumonia,40,91,325,Adequate
Pumwani Maternity Hospital,2024-03-19,Malaria,182,80,663,Adequate
Pumwani Maternity Hospital,2024-03-19,Flu,289,88,683,Adequate
Pumwani Maternity Hospital,2024-03-19,Typhoid,177,102,674,Adequate
Pumwani Maternity Hospital,2024-03-19,Respiratory Infection,339,146,342,Adequate
Pumwani Maternity Hospital,2024-03-19,Diarrhea,395,83,206,Adequate
Pumwani Maternity Hospital,2024-03-19,Skin Infection,255,66,317,Adequate
Pumwani Maternity Hospital,2024-03-19,Pneumonia,270,32,616,Adequate
Pumwani Maternity Hospital,2024-03-20,Malaria,290,63,146,Adequate
Pumwani Maternity Hospital,2024-03-20,Flu,244,78,620,Adequate
Pumwani Maternity Hospital,2024-03-20,Typhoid,128,29,672,Adequate
Pumwani Maternity Hospital,2024-03-20,Respiratory Infection,207,111,161,Adequate
Pumwani Maternity Hospital,2024-03-20,Diarrhea,174,97,102,Adequate
Pumwani Maternity Hospital,2024-03-20,Skin Infection,189,108,219,Adequate
Pumwani Maternity Hospital,2024-03-20,Pneumonia,118,102,679,Adequate
Pumwani Maternity Hospital,2024-03-21,Malaria,386,107,366,Adequate
Pumwani Maternity Hospital,2024-03-21,Flu,134,85,422,Adequate
Pumwani Maternity Hospital,2024-03-21,Typhoid,152,101,640,Adequate
Pumwani Maternity Hospital,2024-03-21,Respiratory Infection,166,96,431,Adequate
Pumwani Maternity Hospital,2024-03-21,Diarrhea,199,18,562,Adequate
Pumwani Maternity Hospital,2024-03-21,Skin Infection,69,34,360,Adequate
Pumwani Maternity Hospital,2024-03-21,Pneumonia,255,117,223,Adequate
Pumwani Maternity Hospital,2024-03-22,Malaria,67,81,350,Adequate
Pumwani Maternity Hospital,2024-03-22,Flu,205,119,553,Adequate
Pumwani Maternity Hospital,2024-03-22,Typhoid,66,69,787,Adequate
Pumwani Maternity Hospital,2024-03-22,Respiratory Infection,313,98,692,Adequate
Pumwani Maternity Hospital,2024-03-22,Diarrhea,143,49,400,Adequate
Pumwani Maternity Hospital,2024-03-22,Skin Infection,253,71,448,Adequate
Pumwani Maternity Hospital,2024-03-22,Pneumonia,144,87,422,Adequate
Pumwani Maternity Hospital,2024-03-23,Malaria,85,49,139,Adequate
Pumwani Maternity Hospital,2024-03-23,Flu,376,106,388,Adequate
Pumwani Maternity Hospital,2024-03-23,Typhoid,291,97,246,Adequate
Pumwani Maternity Hospital,2024-03-23,Respiratory Infection,365,69,191,Adequate
Pumwani Maternity Hospital,2024-03-23,Diarrhea,382,68,670,Adequate
Pumwani Maternity Hospital,2024-03-23,Skin Infection,333,50,462,Adequate
Pumwani Maternity Hospital,2024-03-23,Pneumonia,74,118,792,Adequate
Pumwani Maternity Hospital,2024-03-24,Malaria,199,109,290,Adequate
Pumwani Maternity Hospital,2024-03-24,Flu,184,67,799,Adequate
Pumwani Maternity Hospital,2024-03-24,Typhoid,36,14,656,Adequate
Pumwani Maternity Hospital,2024-03-24,Respiratory Infection,343,144,130,Low
Pumwani Maternity Hospital,2024-03-24,Diarrhea,52,51,493,Adequate
Pumwani Maternity Hospital,2024-03-24,Skin Infection,189,116,536,Adequate
Pumwani Maternity Hospital,2024-03-24,Pneumonia,187,68,181,Adequate
Pumwani Maternity Hospital,2024-03-25,Malaria,385,11,688,Adequate
Pumwani Maternity Hospital,2024-03-25,Flu,41,68,323,Adequate
Pumwani Maternity Hospital,2024-03-25,Typhoid,42,55,766,Adequate
Pumwani Maternity Hospital,2024-03-25,Respiratory Infection,142,134,116,Low
Pumwani Maternity Hospital,2024-03-25,Diarrhea,389,104,799,Adequate
Pumwani Maternity Hospital,2024-03-25,Skin Infection,373,118,774,Adequate
Pumwani Maternity Hospital,2024-03-25,Pneumonia,355,112,513,Adequate
Pumwani Maternity Hospital,2024-03-26,Malaria,103,114,323,Adequate
Pumwani Maternity Hospital,2024-03-26,Flu,348,57,671,Adequate
Pumwani Maternity Hospital,2024-03-26,Typhoid,364,103,136,Adequate
Pumwani Maternity Hospital,2024-03-26,Respiratory Infection,307,97,583,Adequate
Pumwani Maternity Hospital,2024-03-26,Diarrhea,271,77,291,Adequate
Pumwani Maternity Hospital,2024-03-26,Skin Infection,46,21,500,Adequate
Pumwani Maternity Hospital,2024-03-26,Pneumonia,222,51,573,Adequate
Pumwani Maternity Hospital,2024-03-27,Malaria,149,91,405,Adequate
Pumwani Maternity Hospital,2024-03-27,Flu,299,93,786,Adequate
Pumwani Maternity Hospital,2024-03-27,Typhoid,314,85,775,Adequate
Pumwani Maternity Hospital,2024-03-27,Respiratory Infection,280,128,480,Adequate
Pumwani Maternity Hospital,2024-03-27,Diarrhea,36,38,132,Adequate
Pumwani Maternity Hospital,2024-03-27,Skin Infection,163,88,558,Adequate
Pumwani Maternity Hospital,2024-03-27,Pneumonia,87,116,637,Adequate
Pumwani Maternity Hospital,2024-03-28,Malaria,255,38,615,Adequate
Pumwani Maternity Hospital,2024-03-28,Flu,128,42,588,Adequate
Pumwani Maternity Hospital,2024-03-28,Typhoid,68,24,256,Adequate
Pumwani Maternity Hospital,2024-03-28,Respiratory Infection,104,145,229,Adequate
Pumwani Maternity Hospital,2024-03-28,Diarrhea,204,87,183,Adequate
Pumwani Maternity Hospital,2024-03-28,Skin Infection,51,84,638,Adequate
Pumwani Maternity Hospital,2024-03-28,Pneumonia,224,110,481,Adequate
Pumwani Maternity Hospital,2024-03-29,Malaria,265,65,703,Adequate
Pumwani Maternity Hospital,2024-03-29,Flu,50,76,183,Adequate
Pumwani Maternity Hospital,2024-03-29,Typhoid,291,28,552,Adequate
Pumwani Maternity Hospital,2024-03-29,Respiratory Infection,286,87,626,Adequate
Pumwani Maternity Hospital,2024-03-29,Diarrhea,191,70,262,Adequate
Pumwani Maternity Hospital,2024-03-29,Skin Infection,349,34,623,Adequate
Pumwani Maternity Hospital,2024-03-29,Pneumonia,303,44,591,Adequate
Pumwani Maternity Hospital,2024-03-30,Malaria,237,36,683,Adequate
Pumwani Maternity Hospital,2024-03-30,Flu,89,75,756,Adequate
Pumwani Maternity Hospital,2024-03-30,Typhoid,122,62,619,Adequate
Pumwani Maternity Hospital,2024-03-30,Respiratory Infection,108,56,785,Adequate
Pumwani Maternity Hospital,2024-03-30,Diarrhea,79,80,486,Adequate
Pumwani Maternity Hospital,2024-03-30,Skin Infection,378,73,792,Adequate
Pumwani Maternity Hospital,2024-03-30,Pneumonia,53,89,477,Adequate
Pumwani Maternity Hospital,2024-03-31,Malaria,75,24,252,Adequate
Pumwani Maternity Hospital,2024-03-31,Flu,251,107,554,Adequate
Pumwani Maternity Hospital,2024-03-31,Typhoid,302,117,620,Adequate
Pumwani Maternity Hospital,2024-03-31,Respiratory Infection,195,77,600,Adequate
Pumwani Maternity Hospital,2024-03-31,Diarrhea,146,11,443,Adequate
Pumwani Maternity Hospital,2024-03-31,Skin Infection,101,20,163,Adequate
Pumwani Maternity Hospital,2024-03-31,Pneumonia,234,110,171,Adequate
Pumwani Maternity Hospital,2024-04-01,Malaria,306,27,419,Adequate
Pumwani Maternity Hospital,2024-04-01,Flu,367,139,594,Adequate
Pumwani Maternity Hospital,2024-04-01,Typhoid,124,47,643,Adequate
Pumwani Maternity Hospital,2024-04-01,Respiratory Infection,40,74,201,Adequate
Pumwani Maternity Hospital,2024-04-01,Diarrhea,296,95,790,Adequate
Pumwani Maternity Hospital,2024-04-01,Skin Infection,117,50,500,Adequate
Pumwani Maternity Hospital,2024-04-01,Pneumonia,105,75,771,Adequate
Pumwani Maternity Hospital,2024-04-02,Malaria,109,63,185,Adequate
Pumwani Maternity Hospital,2024-04-02,Flu,121,49,772,Adequate
Pumwani Maternity Hospital,2024-04-02,Typhoid,231,49,341,Adequate
Pumwani Maternity Hospital,2024-04-02,Respiratory Infection,382,31,324,Adequate
Pumwani Maternity Hospital,2024-04-02,Diarrhea,318,114,688,Adequate
Pumwani Maternity Hospital,2024-04-02,Skin Infection,145,35,202,Adequate
Pumwani Maternity Hospital,2024-04-02,Pneumonia,223,67,189,Adequate
Pumwani Maternity Hospital,2024-04-03,Malaria,203,24,205,Adequate
Pumwani Maternity Hospital,2024-04-03,Flu,334,133,416,Adequate
